date,strategy,equity,position,active_contract,settlement,previous_contract,roll_today,action,execution_price,daily_return
2021-09-17,Buy & Hold,10000.0,0,NGV1,5.105,,True,NONE,,0.0
2021-09-20,Buy & Hold,10034.219001610307,1,NGV1,4.985,NGV1,False,BUY,4.968,0.003421900161030722
2021-09-21,Buy & Hold,9671.900161030595,1,NGV1,4.805,NGV1,False,NONE,,-0.03610832497492489
2021-09-22,Buy & Hold,9671.900161030595,1,NGV1,4.805,NGV1,False,NONE,,0.0
2021-09-23,Buy & Hold,10016.10305958132,1,NGV1,4.976,NGV1,False,NONE,,0.03558792924037468
2021-09-24,Buy & Hold,10346.21578099839,1,NGV1,5.14,NGV1,False,NONE,,0.03295819935691302
2021-09-27,Buy & Hold,11535.829307568438,1,NGX1,5.731,NGV1,True,NONE,,0.11498054474708175
2021-09-28,Buy & Hold,11835.748792270531,1,NGX1,5.88,NGX1,False,NONE,,0.02599895306229283
2021-09-29,Buy & Hold,11024.557165861515,1,NGX1,5.477,NGX1,False,NONE,,-0.06853741496598631
2021-09-30,Buy & Hold,11809.581320450889,1,NGX1,5.867,NGX1,False,NONE,,0.07120686507211982
2021-10-01,Buy & Hold,11310.386473429955,1,NGX1,5.619,NGX1,False,NONE,,-0.042270325549684684
2021-10-04,Buy & Hold,11606.280193236718,1,NGX1,5.766,NGX1,False,NONE,,0.026161238654564878
2021-10-05,Buy & Hold,12705.31400966184,1,NGX1,6.312,NGX1,False,NONE,,0.09469302809573366
2021-10-06,Buy & Hold,11423.1078904992,1,NGX1,5.675,NGX1,False,NONE,,-0.1009188846641319
2021-10-07,Buy & Hold,11427.13365539453,1,NGX1,5.677,NGX1,False,NONE,,0.00035242290748893623
2021-10-08,Buy & Hold,11201.690821256045,1,NGX1,5.565,NGX1,False,NONE,,-0.01972872996300845
2021-10-11,Buy & Hold,10758.85668276973,1,NGX1,5.345,NGX1,False,NONE,,-0.039532794249775516
2021-10-12,Buy & Hold,11080.91787439614,1,NGX1,5.505,NGX1,False,NONE,,0.029934518241347075
2021-10-13,Buy & Hold,11252.012882447669,1,NGX1,5.59,NGX1,False,NONE,,0.015440508628519423
2021-10-14,Buy & Hold,11447.262479871179,1,NGX1,5.687,NGX1,False,NONE,,0.0173524150268336
2021-10-15,Buy & Hold,10889.694041867957,1,NGX1,5.41,NGX1,False,NONE,,-0.048707578688236386
2021-10-18,Buy & Hold,10042.270531400967,1,NGX1,4.989,NGX1,False,NONE,,-0.07781885397412203
2021-10-19,Buy & Hold,10241.54589371981,1,NGX1,5.088,NGX1,False,NONE,,0.0198436560432953
2021-10-20,Buy & Hold,10406.602254428342,1,NGX1,5.17,NGX1,False,NONE,,0.016116352201257733
2021-10-21,Buy & Hold,10295.893719806765,1,NGX1,5.115,NGX1,False,NONE,,-0.010638297872340385
2021-10-22,Buy & Hold,10628.019323671499,1,NGX1,5.28,NGX1,False,NONE,,0.032258064516129004
2021-10-25,Buy & Hold,12190.016103059583,1,NGZ1,6.056,NGX1,True,NONE,,0.14696969696969697
2021-10-26,Buy & Hold,12083.333333333334,1,NGZ1,6.003,NGZ1,False,NONE,,-0.008751651254953807
2021-10-27,Buy & Hold,12475.84541062802,1,NGZ1,6.198,NGZ1,False,NONE,,0.03248375812093962
2021-10-28,Buy & Hold,11638.486312399356,1,NGZ1,5.782,NGZ1,False,NONE,,-0.06711842529848344
2021-10-29,Buy & Hold,10921.900161030597,1,NGZ1,5.426,NGZ1,False,NONE,,-0.0615703908682117
2021-11-01,Buy & Hold,10438.808373590982,1,NGZ1,5.186,NGZ1,False,NONE,,-0.04423147806855887
2021-11-02,Buy & Hold,11155.394524959742,1,NGZ1,5.542,NGZ1,False,NONE,,0.06864635557269572
2021-11-03,Buy & Hold,11413.04347826087,1,NGZ1,5.67,NGZ1,False,NONE,,0.0230963551064598
2021-11-04,Buy & Hold,11505.636070853465,1,NGZ1,5.716,NGZ1,False,NONE,,0.00811287477954159
2021-11-05,Buy & Hold,11103.059581320453,1,NGZ1,5.516,NGZ1,False,NONE,,-0.034989503149055357
2021-11-08,Buy & Hold,10923.913043478262,1,NGZ1,5.427,NGZ1,False,NONE,,-0.016134880348078418
2021-11-09,Buy & Hold,10022.141706924316,1,NGZ1,4.979,NGZ1,False,NONE,,-0.08255021190344569
2021-11-10,Buy & Hold,9822.866344605474,1,NGZ1,4.88,NGZ1,False,NONE,,-0.019883510745129618
2021-11-11,Buy & Hold,10364.331723027375,1,NGZ1,5.149,NGZ1,False,NONE,,0.05512295081967222
2021-11-12,Buy & Hold,9643.719806763285,1,NGZ1,4.791,NGZ1,False,NONE,,-0.06952806370168962
2021-11-15,Buy & Hold,10098.631239935588,1,NGZ1,5.017,NGZ1,False,NONE,,0.04717178042162384
2021-11-16,Buy & Hold,10420.692431561994,1,NGZ1,5.177,NGZ1,False,NONE,,0.03189156866653353
2021-11-17,Buy & Hold,9694.04186795491,1,NGZ1,4.816,NGZ1,False,NONE,,-0.06973150473247047
2021-11-18,Buy & Hold,9867.149758454105,1,NGZ1,4.902,NGZ1,False,NONE,,0.017857142857143016
2021-11-19,Buy & Hold,10195.24959742351,1,NGZ1,5.065,NGZ1,False,NONE,,0.03325173398612824
2021-11-22,Buy & Hold,9639.694041867953,1,NGZ1,4.789,NGZ1,False,NONE,,-0.054491609081934955
2021-11-23,Buy & Hold,9997.987117552333,1,NGZ1,4.967,NGZ1,False,NONE,,0.037168511171434604
2021-11-24,Buy & Hold,10293.880837359096,1,NGF2,5.114,NGZ1,True,NONE,,0.02959532917253882
2021-11-26,Buy & Hold,11024.557165861512,1,NGF2,5.477,NGF2,False,NONE,,0.07098161908486511
2021-11-29,Buy & Hold,9770.531400966182,1,NGF2,4.854,NGF2,False,NONE,,-0.11374840241007855
2021-11-30,Buy & Hold,9192.83413848631,1,NGF2,4.567,NGF2,False,NONE,,-0.05912649361351463
2021-12-01,Buy & Hold,8570.853462157807,1,NGF2,4.258,NGF2,False,NONE,,-0.06765929494197509
2021-12-02,Buy & Hold,8164.251207729466,1,NGF2,4.056,NGF2,False,NONE,,-0.04744011272898074
2021-12-03,Buy & Hold,8317.23027375201,1,NGF2,4.132,NGF2,False,NONE,,0.018737672583826415
2021-12-06,Buy & Hold,7361.111111111109,1,NGF2,3.657,NGF2,False,NONE,,-0.11495643756050333
2021-12-07,Buy & Hold,7463.768115942027,1,NGF2,3.708,NGF2,False,NONE,,0.013945857260049266
2021-12-08,Buy & Hold,7679.146537842187,1,NGF2,3.815,NGF2,False,NONE,,0.02885652642934189
2021-12-09,Buy & Hold,7677.133655394522,1,NGF2,3.814,NGF2,False,NONE,,-0.0002621231979029748
2021-12-10,Buy & Hold,7900.5636070853425,1,NGF2,3.925,NGF2,False,NONE,,0.02910330361824842
2021-12-13,Buy & Hold,7636.876006441221,1,NGF2,3.794,NGF2,False,NONE,,-0.03337579617834385
2021-12-14,Buy & Hold,7542.270531400964,1,NGF2,3.747,NGF2,False,NONE,,-0.01238798102266736
2021-12-15,Buy & Hold,7652.979066022543,1,NGF2,3.802,NGF2,False,NONE,,0.01467840939418208
2021-12-16,Buy & Hold,7580.515297906601,1,NGF2,3.766,NGF2,False,NONE,,-0.00946870068385064
2021-12-17,Buy & Hold,7427.536231884056,1,NGF2,3.69,NGF2,False,NONE,,-0.020180562931492285
2021-12-20,Buy & Hold,7717.391304347824,1,NGF2,3.834,NGF2,False,NONE,,0.039024390243902474
2021-12-21,Buy & Hold,7787.842190016101,1,NGF2,3.869,NGF2,False,NONE,,0.009128847157016118
2021-12-22,Buy & Hold,8003.220611916261,1,NGF2,3.976,NGF2,False,NONE,,0.0276557249935383
2021-12-23,Buy & Hold,7510.064412238323,1,NGF2,3.731,NGF2,False,NONE,,-0.06161971830985913
2021-12-27,Buy & Hold,7934.782608695651,1,NGG2,3.942,NGF2,True,NONE,,0.05655320289466648
2021-12-28,Buy & Hold,7820.048309178742,1,NGG2,3.885,NGG2,False,NONE,,-0.014459665144596734
2021-12-29,Buy & Hold,7749.597423510466,1,NGG2,3.85,NGG2,False,NONE,,-0.009009009009008917
2021-12-30,Buy & Hold,7167.874396135265,1,NGG2,3.561,NGG2,False,NONE,,-0.07506493506493506
2021-12-31,Buy & Hold,7508.0515297906595,1,NGG2,3.73,NGG2,False,NONE,,0.0474585790508284
2022-01-03,Buy & Hold,7679.146537842189,1,NGG2,3.815,NGG2,False,NONE,,0.02278820375335111
2022-01-04,Buy & Hold,7481.884057971013,1,NGG2,3.717,NGG2,False,NONE,,-0.025688073394495414
2022-01-05,Buy & Hold,7814.0096618357475,1,NGG2,3.882,NGG2,False,NONE,,0.04439063761097661
2022-01-06,Buy & Hold,7673.107890499193,1,NGG2,3.812,NGG2,False,NONE,,-0.01803194229778471
2022-01-07,Buy & Hold,7882.447665056358,1,NGG2,3.916,NGG2,False,NONE,,0.02728226652675758
2022-01-10,Buy & Hold,8210.547504025762,1,NGG2,4.079,NGG2,False,NONE,,0.04162410623084778
2022-01-11,Buy & Hold,8552.737520128821,1,NGG2,4.249,NGG2,False,NONE,,0.04167688158862459
2022-01-12,Buy & Hold,9776.570048309177,1,NGG2,4.857,NGG2,False,NONE,,0.14309249235114163
2022-01-13,Buy & Hold,8595.008051529789,1,NGG2,4.27,NGG2,False,NONE,,-0.1208564957792877
2022-01-14,Buy & Hold,8578.904991948468,1,NGG2,4.262,NGG2,False,NONE,,-0.0018735362997658322
2022-01-18,Buy & Hold,8621.175523349435,1,NGG2,4.283,NGG2,False,NONE,,0.00492726419521361
2022-01-19,Buy & Hold,8113.92914653784,1,NGG2,4.031,NGG2,False,NONE,,-0.0588372636002803
2022-01-20,Buy & Hold,7652.9790660225435,1,NGG2,3.802,NGG2,False,NONE,,-0.056809724634085734
2022-01-21,Buy & Hold,8049.516908212559,1,NGG2,3.999,NGG2,False,NONE,,0.05181483429773803
2022-01-24,Buy & Hold,8105.8776167471815,1,NGG2,4.027,NGG2,False,NONE,,0.007001750437609422
2022-01-25,Buy & Hold,7838.164251207729,1,NGH2,3.894,NGG2,True,NONE,,-0.033027067295753665
2022-01-26,Buy & Hold,8123.993558776166,1,NGH2,4.036,NGH2,False,NONE,,0.0364663585002567
2022-01-27,Buy & Hold,8621.175523349435,1,NGH2,4.283,NGH2,False,NONE,,0.06119920713577809
2022-01-28,Buy & Hold,9337.761674718195,1,NGH2,4.639,NGH2,False,NONE,,0.0831193088956339
2022-01-31,Buy & Hold,9810.789049919482,1,NGH2,4.874,NGH2,False,NONE,,0.05065746928217285
2022-02-01,Buy & Hold,9563.204508856681,1,NGH2,4.751,NGH2,False,NONE,,-0.02523594583504296
2022-02-02,Buy & Hold,11072.866344605474,1,NGH2,5.501,NGH2,False,NONE,,0.15786150284150713
2022-02-03,Buy & Hold,9838.969404186793,1,NGH2,4.888,NGH2,False,NONE,,-0.11143428467551364
2022-02-04,Buy & Hold,9202.898550724636,1,NGH2,4.572,NGH2,False,NONE,,-0.06464811783960722
2022-02-07,Buy & Hold,8518.518518518518,1,NGH2,4.232,NGH2,False,NONE,,-0.0743657042869641
2022-02-08,Buy & Hold,8550.72463768116,1,NGH2,4.248,NGH2,False,NONE,,0.003780718336483968
2022-02-09,Buy & Hold,8069.645732689212,1,NGH2,4.009,NGH2,False,NONE,,-0.05626177024482104
2022-02-10,Buy & Hold,7969.001610305959,1,NGH2,3.959,NGH2,False,NONE,,-0.0124719381391869
2022-02-11,Buy & Hold,7932.769726247987,1,NGH2,3.941,NGH2,False,NONE,,-0.0045466026774438895
2022-02-14,Buy & Hold,8444.041867954913,1,NGH2,4.195,NGH2,False,NONE,,0.06445064704389769
2022-02-15,Buy & Hold,8667.471819645732,1,NGH2,4.306,NGH2,False,NONE,,0.026460071513706662
2022-02-16,Buy & Hold,9494.76650563607,1,NGH2,4.717,NGH2,False,NONE,,0.09544821179749174
2022-02-17,Buy & Hold,9029.79066022544,1,NGH2,4.486,NGH2,False,NONE,,-0.04897180411278357
2022-02-18,Buy & Hold,8919.082125603863,1,NGH2,4.431,NGH2,False,NONE,,-0.012260365581809984
2022-02-22,Buy & Hold,8979.468599033815,1,NGJ2,4.461,NGH2,True,NONE,,0.00677048070413
2022-02-23,Buy & Hold,9245.169082125602,1,NGJ2,4.593,NGJ2,False,NONE,,0.029589778076664297
2022-02-24,Buy & Hold,9341.787439613525,1,NGJ2,4.641,NGJ2,False,NONE,,0.010450685826257411
2022-02-25,Buy & Hold,8997.584541062799,1,NGJ2,4.47,NGJ2,False,NONE,,-0.03684550743374282
2022-02-28,Buy & Hold,8860.708534621577,1,NGJ2,4.402,NGJ2,False,NONE,,-0.015212527964205691
2022-03-01,Buy & Hold,9204.911433172303,1,NGJ2,4.573,NGJ2,False,NONE,,0.03884597910040899
2022-03-02,Buy & Hold,9585.346215780997,1,NGJ2,4.762,NGJ2,False,NONE,,0.041329542969604116
2022-03-03,Buy & Hold,9504.830917874397,1,NGJ2,4.722,NGJ2,False,NONE,,-0.008399832003359808
2022-03-04,Buy & Hold,10096.618357487921,1,NGJ2,5.016,NGJ2,False,NONE,,0.06226175349428198
2022-03-07,Buy & Hold,9728.260869565216,1,NGJ2,4.833,NGJ2,False,NONE,,-0.03648325358851667
2022-03-08,Buy & Hold,9112.318840579708,1,NGJ2,4.527,NGJ2,False,NONE,,-0.06331471135940414
2022-03-09,Buy & Hold,9110.305958132043,1,NGJ2,4.526,NGJ2,False,NONE,,-0.00022089684117521102
2022-03-10,Buy & Hold,9321.658615136874,1,NGJ2,4.631,NGJ2,False,NONE,,0.02319929297392842
2022-03-11,Buy & Hold,9510.869565217388,1,NGJ2,4.725,NGJ2,False,NONE,,0.020297991794428816
2022-03-14,Buy & Hold,9376.00644122383,1,NGJ2,4.658,NGJ2,False,NONE,,-0.01417989417989407
2022-03-15,Buy & Hold,9194.847020933974,1,NGJ2,4.568,NGJ2,False,NONE,,-0.019321597252039635
2022-03-16,Buy & Hold,9557.165861513684,1,NGJ2,4.748,NGJ2,False,NONE,,0.03940455341506133
2022-03-17,Buy & Hold,10044.283413848627,1,NGJ2,4.99,NGJ2,False,NONE,,0.05096882898062338
2022-03-18,Buy & Hold,9788.647342995166,1,NGJ2,4.863,NGJ2,False,NONE,,-0.025450901803607207
2022-03-21,Buy & Hold,9863.123993558773,1,NGJ2,4.9,NGJ2,False,NONE,,0.0076084721365412555
2022-03-22,Buy & Hold,10440.821256038644,1,NGJ2,5.187,NGJ2,False,NONE,,0.0585714285714285
2022-03-23,Buy & Hold,10531.40096618357,1,NGJ2,5.232,NGJ2,False,NONE,,0.00867553499132434
2022-03-24,Buy & Hold,10871.578099838964,1,NGJ2,5.401,NGJ2,False,NONE,,0.03230122324159024
2022-03-25,Buy & Hold,11213.768115942023,1,NGJ2,5.571,NGJ2,False,NONE,,0.03147565265691532
2022-03-28,Buy & Hold,11147.342995169076,1,NGK2,5.538,NGJ2,True,NONE,,-0.005923532579429125
2022-03-29,Buy & Hold,10728.663446054745,1,NGK2,5.33,NGK2,False,NONE,,-0.03755868544600938
2022-03-30,Buy & Hold,11282.206119162634,1,NGK2,5.605,NGK2,False,NONE,,0.05159474671669795
2022-03-31,Buy & Hold,11356.68276972624,1,NGK2,5.642,NGK2,False,NONE,,0.0066012488849240825
2022-04-01,Buy & Hold,11513.687600644113,1,NGK2,5.72,NGK2,False,NONE,,0.013824884792626557
2022-04-04,Buy & Hold,11497.584541062792,1,NGK2,5.712,NGK2,False,NONE,,-0.0013986013986013734
2022-04-05,Buy & Hold,12141.70692431561,1,NGK2,6.032,NGK2,False,NONE,,0.05602240896358546
2022-04-06,Buy & Hold,12135.668276972614,1,NGK2,6.029,NGK2,False,NONE,,-0.0004973474801061029
2022-04-07,Buy & Hold,12799.91948470208,1,NGK2,6.359,NGK2,False,NONE,,0.05473544534748709
2022-04-08,Buy & Hold,12636.87600644121,1,NGK2,6.278,NGK2,False,NONE,,-0.012737851863500627
2022-04-11,Buy & Hold,13371.578099838956,1,NGK2,6.643,NGK2,False,NONE,,0.058139534883721034
2022-04-12,Buy & Hold,13446.054750402564,1,NGK2,6.68,NGK2,False,NONE,,0.00556977269306036
2022-04-13,Buy & Hold,14084.138486312388,1,NGK2,6.997,NGK2,False,NONE,,0.0474550898203594
2022-04-14,Buy & Hold,14694.041867954898,1,NGK2,7.3,NGK2,False,NONE,,0.04330427325996844
2022-04-18,Buy & Hold,15740.740740740728,1,NGK2,7.82,NGK2,False,NONE,,0.07123287671232892
2022-04-19,Buy & Hold,14444.444444444433,1,NGK2,7.176,NGK2,False,NONE,,-0.08235294117647063
2022-04-20,Buy & Hold,13963.365539452485,1,NGK2,6.937,NGK2,False,NONE,,-0.03330546265328871
2022-04-21,Buy & Hold,14003.623188405785,1,NGK2,6.957,NGK2,False,NONE,,0.0028830906732015826
2022-04-22,Buy & Hold,13152.173913043467,1,NGK2,6.534,NGK2,False,NONE,,-0.060802069857697316
2022-04-25,Buy & Hold,13697.665056360696,1,NGM2,6.805,NGK2,True,NONE,,0.041475359657177746
2022-04-26,Buy & Hold,14045.893719806749,1,NGM2,6.978,NGM2,False,NONE,,0.025422483468038104
2022-04-27,Buy & Hold,14772.544283413834,1,NGM2,7.339,NGM2,False,NONE,,0.051734021209515646
2022-04-28,Buy & Hold,13864.734299516893,1,NGM2,6.888,NGM2,False,NONE,,-0.06145251396648055
2022-04-29,Buy & Hold,14581.32045088565,1,NGM2,7.244,NGM2,False,NONE,,0.05168408826945403
2022-05-02,Buy & Hold,15046.296296296277,1,NGM2,7.475,NGM2,False,NONE,,0.031888459414687986
2022-05-03,Buy & Hold,16010.466988727838,1,NGM2,7.954,NGM2,False,NONE,,0.06408026755852836
2022-05-04,Buy & Hold,16938.405797101426,1,NGM2,8.415,NGM2,False,NONE,,0.05795825999497106
2022-05-05,Buy & Hold,17679.146537842167,1,NGM2,8.783,NGM2,False,NONE,,0.04373143196672613
2022-05-06,Buy & Hold,16189.613526570027,1,NGM2,8.043,NGM2,False,NONE,,-0.084253671866105
2022-05-09,Buy & Hold,14142.512077294668,1,NGM2,7.026,NGM2,False,NONE,,-0.12644535621036923
2022-05-10,Buy & Hold,14865.136876006422,1,NGM2,7.385,NGM2,False,NONE,,0.0510959294050668
2022-05-11,Buy & Hold,15378.42190016101,1,NGM2,7.64,NGM2,False,NONE,,0.03452945159106302
2022-05-12,Buy & Hold,15577.69726247985,1,NGM2,7.739,NGM2,False,NONE,,0.012958115183246077
2022-05-13,Buy & Hold,15424.718196457308,1,NGM2,7.663,NGM2,False,NONE,,-0.009820390231295995
2022-05-16,Buy & Hold,16014.49275362317,1,NGM2,7.956,NGM2,False,NONE,,0.03823567793292448
2022-05-17,Buy & Hold,16714.97584541061,1,NGM2,8.304,NGM2,False,NONE,,0.043740573152337925
2022-05-18,Buy & Hold,16843.80032206117,1,NGM2,8.368,NGM2,False,NONE,,0.007707129094412402
2022-05-19,Buy & Hold,16723.02737520127,1,NGM2,8.308,NGM2,False,NONE,,-0.0071701720841300665
2022-05-20,Buy & Hold,16270.128824476633,1,NGM2,8.083,NGM2,False,NONE,,-0.027082330284063483
2022-05-23,Buy & Hold,17600.644122383233,1,NGM2,8.744,NGM2,False,NONE,,0.08177656810590128
2022-05-24,Buy & Hold,17705.314009661815,1,NGM2,8.796,NGM2,False,NONE,,0.005946935041170942
2022-05-25,Buy & Hold,18101.851851851832,1,NGN2,8.993,NGM2,True,NONE,,0.022396543883583586
2022-05-26,Buy & Hold,17904.589371980655,1,NGN2,8.895,NGN2,False,NONE,,-0.010897364616924365
2022-05-27,Buy & Hold,17566.42512077293,1,NGN2,8.727,NGN2,False,NONE,,-0.018887015177065702
2022-05-31,Buy & Hold,16394.927536231866,1,NGN2,8.145,NGN2,False,NONE,,-0.06668958404950165
2022-06-01,Buy & Hold,17504.025764895312,1,NGN2,8.696,NGN2,False,NONE,,0.06764886433394723
2022-06-02,Buy & Hold,17079.307568437987,1,NGN2,8.485,NGN2,False,NONE,,-0.024264029438822443
2022-06-03,Buy & Hold,17155.79710144926,1,NGN2,8.523,NGN2,False,NONE,,0.004478491455509825
2022-06-06,Buy & Hold,18764.09017713364,1,NGN2,9.322,NGN2,False,NONE,,0.09374633345066297
2022-06-07,Buy & Hold,18705.716586151353,1,NGN2,9.293,NGN2,False,NONE,,-0.0031109204033469284
2022-06-08,Buy & Hold,17510.064412238313,1,NGN2,8.699,NGN2,False,NONE,,-0.06391907887657367
2022-06-09,Buy & Hold,18041.465378421886,1,NGN2,8.963,NGN2,False,NONE,,0.030348315898379052
2022-06-10,Buy & Hold,17814.009661835735,1,NGN2,8.85,NGN2,False,NONE,,-0.012607385919892855
2022-06-13,Buy & Hold,17328.904991948457,1,NGN2,8.609,NGN2,False,NONE,,-0.027231638418079074
2022-06-14,Buy & Hold,14470.611916264079,1,NGN2,7.189,NGN2,False,NONE,,-0.1649436636078523
2022-06-15,Buy & Hold,14935.587761674708,1,NGN2,7.42,NGN2,False,NONE,,0.03213242453748788
2022-06-16,Buy & Hold,15024.154589371972,1,NGN2,7.464,NGN2,False,NONE,,0.005929919137466433
2022-06-17,Buy & Hold,13977.455716586144,1,NGN2,6.944,NGN2,False,NONE,,-0.06966773847802787
2022-06-21,Buy & Hold,13703.703703703697,1,NGN2,6.808,NGN2,False,NONE,,-0.019585253456221197
2022-06-22,Buy & Hold,13804.34782608695,1,NGN2,6.858,NGN2,False,NONE,,0.007344300822561767
2022-06-23,Buy & Hold,12558.37359098228,1,NGN2,6.239,NGN2,False,NONE,,-0.09025955088947213
2022-06-24,Buy & Hold,12520.128824476644,1,NGN2,6.22,NGN2,False,NONE,,-0.003045359833306671
2022-06-27,Buy & Hold,13176.328502415452,1,NGQ2,6.546,NGN2,True,NONE,,0.05241157556270104
2022-06-28,Buy & Hold,13224.637681159413,1,NGQ2,6.57,NGQ2,False,NONE,,0.0036663611365719273
2022-06-29,Buy & Hold,13079.710144927529,1,NGQ2,6.498,NGQ2,False,NONE,,-0.010958904109588996
2022-06-30,Buy & Hold,10917.87439613526,1,NGQ2,5.424,NGQ2,False,NONE,,-0.1652816251154201
2022-07-01,Buy & Hold,11533.816425120765,1,NGQ2,5.73,NGQ2,False,NONE,,0.05641592920353977
2022-07-05,Buy & Hold,11117.149758454098,1,NGQ2,5.523,NGQ2,False,NONE,,-0.036125654450261946
2022-07-06,Buy & Hold,11090.982286634451,1,NGQ2,5.51,NGQ2,False,NONE,,-0.0023537932283179686
2022-07-07,Buy & Hold,12675.12077294685,1,NGQ2,6.297,NGQ2,False,NONE,,0.14283121597096193
2022-07-08,Buy & Hold,12145.73268921094,1,NGQ2,6.034,NGQ2,False,NONE,,-0.041765920279498214
2022-07-11,Buy & Hold,12934.782608695643,1,NGQ2,6.426,NGQ2,False,NONE,,0.06496519721577743
2022-07-12,Buy & Hold,12405.394524959733,1,NGQ2,6.163,NGQ2,False,NONE,,-0.040927482103952695
2022-07-13,Buy & Hold,13464.170692431551,1,NGQ2,6.689,NGQ2,False,NONE,,0.08534804478338476
2022-07-14,Buy & Hold,13285.02415458936,1,NGQ2,6.6,NGQ2,False,NONE,,-0.013305426820152566
2022-07-15,Buy & Hold,14122.383252818023,1,NGQ2,7.016,NGQ2,False,NONE,,0.06303030303030299
2022-07-18,Buy & Hold,15054.347826086943,1,NGQ2,7.479,NGQ2,False,NONE,,0.06599201824401368
2022-07-19,Buy & Hold,14621.578099838956,1,NGQ2,7.264,NGQ2,False,NONE,,-0.028747158711057597
2022-07-20,Buy & Hold,16117.14975845409,1,NGQ2,8.007,NGQ2,False,NONE,,0.10228524229074876
2022-07-21,Buy & Hold,15966.183574879213,1,NGQ2,7.932,NGQ2,False,NONE,,-0.009366804046459287
2022-07-22,Buy & Hold,16704.911433172285,1,NGQ2,8.299,NGQ2,False,NONE,,0.046268280383257476
2022-07-25,Buy & Hold,17252.41545893718,1,NGU2,8.571,NGQ2,True,NONE,,0.03277503313652241
2022-07-26,Buy & Hold,17763.6876006441,1,NGU2,8.825,NGU2,False,NONE,,0.02963481507408705
2022-07-27,Buy & Hold,17218.196457326874,1,NGU2,8.554,NGU2,False,NONE,,-0.03070821529745027
2022-07-28,Buy & Hold,16372.785829307551,1,NGU2,8.134,NGU2,False,NONE,,-0.04909983633387893
2022-07-29,Buy & Hold,16564.00966183573,1,NGU2,8.229,NGU2,False,NONE,,0.01167937054339796
2022-08-01,Buy & Hold,16672.705314009647,1,NGU2,8.283,NGU2,False,NONE,,0.006562158220926095
2022-08-02,Buy & Hold,15511.272141706911,1,NGU2,7.706,NGU2,False,NONE,,-0.06966075093565127
2022-08-03,Buy & Hold,16638.486312399342,1,NGU2,8.266,NGU2,False,NONE,,0.07267064624967556
2022-08-04,Buy & Hold,16348.631239935574,1,NGU2,8.122,NGU2,False,NONE,,-0.017420759738688618
2022-08-05,Buy & Hold,16231.884057971001,1,NGU2,8.064,NGU2,False,NONE,,-0.0071410982516620924
2022-08-08,Buy & Hold,15275.764895330101,1,NGU2,7.589,NGU2,False,NONE,,-0.05890376984126977
2022-08-09,Buy & Hold,15766.908212560375,1,NGU2,7.833,NGU2,False,NONE,,0.032151798655949415
2022-08-10,Buy & Hold,16509.66183574878,1,NGU2,8.202,NGU2,False,NONE,,0.047108387590961254
2022-08-11,Buy & Hold,17862.318840579697,1,NGU2,8.874,NGU2,False,NONE,,0.08193123628383336
2022-08-12,Buy & Hold,17648.953301127203,1,NGU2,8.768,NGU2,False,NONE,,-0.011945007888212733
2022-08-15,Buy & Hold,17568.4380032206,1,NGU2,8.728,NGU2,False,NONE,,-0.0045620437956205295
2022-08-16,Buy & Hold,18778.1803542673,1,NGU2,9.329,NGU2,False,NONE,,0.06885884509624218
2022-08-17,Buy & Hold,18607.08534621577,1,NGU2,9.244,NGU2,False,NONE,,-0.00911137313752819
2022-08-18,Buy & Hold,18494.363929146526,1,NGU2,9.188,NGU2,False,NONE,,-0.0060579835569016804
2022-08-19,Buy & Hold,18792.270531400954,1,NGU2,9.336,NGU2,False,NONE,,0.016107966913365246
2022-08-22,Buy & Hold,19484.702093397733,1,NGU2,9.68,NGU2,False,NONE,,0.036846615252784876
2022-08-23,Buy & Hold,18504.42834138485,1,NGU2,9.193,NGU2,False,NONE,,-0.050309917355371936
2022-08-24,Buy & Hold,18780.193236714964,1,NGU2,9.33,NGU2,False,NONE,,0.014902643315566344
2022-08-25,Buy & Hold,18870.77294685989,1,NGU2,9.375,NGU2,False,NONE,,0.004823151125401992
2022-08-26,Buy & Hold,18657.407407407394,1,NGV2,9.269,NGU2,True,NONE,,-0.011306666666666687
2022-08-29,Buy & Hold,18792.27053140095,1,NGV2,9.336,NGV2,False,NONE,,0.007228395727694403
2022-08-30,Buy & Hold,18200.483091787424,1,NGV2,9.042,NGV2,False,NONE,,-0.03149100257069415
2022-08-31,Buy & Hold,18371.578099838956,1,NGV2,9.127,NGV2,False,NONE,,0.009400575094005825
2022-09-01,Buy & Hold,18643.31723027374,1,NGV2,9.262,NGV2,False,NONE,,0.014791278623863313
2022-09-02,Buy & Hold,17685.18518518517,1,NGV2,8.786,NGV2,False,NONE,,-0.05139278773483058
2022-09-06,Buy & Hold,16394.927536231873,1,NGV2,8.145,NGV2,False,NONE,,-0.07295697700887771
2022-09-07,Buy & Hold,15785.024154589362,1,NGV2,7.842,NGV2,False,NONE,,-0.03720073664825041
2022-09-08,Buy & Hold,15931.964573268911,1,NGV2,7.915,NGV2,False,NONE,,0.009308849783218553
2022-09-09,Buy & Hold,16095.008051529783,1,NGV2,7.996,NGV2,False,NONE,,0.01023373341756173
2022-09-12,Buy & Hold,16604.267310789044,1,NGV2,8.249,NGV2,False,NONE,,0.03164082041020522
2022-09-13,Buy & Hold,16674.718196457325,1,NGV2,8.284,NGV2,False,NONE,,0.004242938538004726
