date,gold,silver,gold_valid,silver_valid,both_valid,gold_silver_ratio
1968-01-02,,2.173,False,True,False,
1968-01-03,,2.225,False,True,False,
1968-01-04,,2.171,False,True,False,
1968-01-05,,2.157,False,True,False,
1968-01-08,,2.163,False,True,False,
1968-01-09,,2.109,False,True,False,
1968-01-10,,2.085,False,True,False,
1968-01-11,,2.094,False,True,False,
1968-01-12,,2.127,False,True,False,
1968-01-15,,2.114,False,True,False,
1968-01-16,,2.069,False,True,False,
1968-01-17,,2.067,False,True,False,
1968-01-18,,2.058,False,True,False,
1968-01-19,,2.078,False,True,False,
1968-01-22,,2.088,False,True,False,
1968-01-23,,2.08,False,True,False,
1968-01-24,,2.064,False,True,False,
1968-01-25,,2.018,False,True,False,
1968-01-26,,2.069,False,True,False,
1968-01-29,,2.039,False,True,False,
1968-01-30,,2.019,False,True,False,
1968-01-31,,1.96,False,True,False,
1968-02-01,,1.995,False,True,False,
1968-02-02,,2.02,False,True,False,
1968-02-05,,2.0,False,True,False,
1968-02-06,,1.948,False,True,False,
1968-02-07,,1.965,False,True,False,
1968-02-08,,1.979,False,True,False,
1968-02-09,,1.938,False,True,False,
1968-02-12,,1.929,False,True,False,
1968-02-13,,1.923,False,True,False,
1968-02-14,,1.919,False,True,False,
1968-02-15,,1.939,False,True,False,
1968-02-16,,1.999,False,True,False,
1968-02-19,,1.969,False,True,False,
1968-02-20,,1.98,False,True,False,
1968-02-21,,2.03,False,True,False,
1968-02-22,,2.029,False,True,False,
1968-02-23,,2.017,False,True,False,
1968-02-26,,2.065,False,True,False,
1968-02-27,,2.105,False,True,False,
1968-02-28,,2.105,False,True,False,
1968-02-29,,2.084,False,True,False,
1968-03-01,,2.2,False,True,False,
1968-03-04,,2.19,False,True,False,
1968-03-05,,2.188,False,True,False,
1968-03-06,,2.134,False,True,False,
1968-03-07,,2.189,False,True,False,
1968-03-08,,2.228,False,True,False,
1968-03-11,,2.197,False,True,False,
1968-03-12,,2.222,False,True,False,
1968-03-13,,2.37,False,True,False,
1968-03-14,,2.49,False,True,False,
1968-03-18,,2.119,False,True,False,
1968-03-19,,2.404,False,True,False,
1968-03-20,,2.237,False,True,False,
1968-03-21,,2.303,False,True,False,
1968-03-22,,2.218,False,True,False,
1968-03-25,,2.241,False,True,False,
1968-03-26,,2.243,False,True,False,
1968-03-27,,2.302,False,True,False,
1968-03-28,,2.249,False,True,False,
1968-03-29,,2.278,False,True,False,
1968-04-01,37.7,2.259,True,True,True,16.688800354139
1968-04-02,37.3,2.202,True,True,True,16.939146230699365
1968-04-03,37.6,2.195,True,True,True,17.12984054669704
1968-04-04,36.95,2.125,True,True,True,17.38823529411765
1968-04-05,37.0,2.104,True,True,True,17.585551330798477
1968-04-08,37.05,2.134,True,True,True,17.361761949390814
1968-04-09,37.5,2.205,True,True,True,17.006802721088434
1968-04-10,37.7,2.203,True,True,True,17.1130276895143
1968-04-11,38.0,2.161,True,True,True,17.584451642757983
1968-04-16,38.0,2.253,True,True,True,16.866400355082114
1968-04-17,37.8,2.303,True,True,True,16.41337386018237
1968-04-18,37.55,2.232,True,True,True,16.82347670250896
1968-04-19,37.65,2.281,True,True,True,16.505918456817184
1968-04-22,38.0,2.36,True,True,True,16.10169491525424
1968-04-23,38.4,2.36,True,True,True,16.271186440677965
1968-04-24,38.25,2.299,True,True,True,16.63766855154415
1968-04-25,38.3,2.308,True,True,True,16.594454072790295
1968-04-26,38.65,2.327,True,True,True,16.609368285345937
1968-04-29,38.75,2.396,True,True,True,16.17278797996661
1968-04-30,39.1,2.397,True,True,True,16.312056737588655
1968-05-01,39.2,2.357,True,True,True,16.63131098854476
1968-05-02,39.45,2.297,True,True,True,17.17457553330431
1968-05-03,39.1,2.315,True,True,True,16.889848812095032
1968-05-06,39.75,2.335,True,True,True,17.02355460385439
1968-05-07,39.3,2.245,True,True,True,17.50556792873051
1968-05-08,39.75,2.321,True,True,True,17.126238690219733
1968-05-09,39.7,2.319,True,True,True,17.119448037947393
1968-05-10,39.6,2.361,True,True,True,16.772554002541295
1968-05-13,39.5,2.359,True,True,True,16.744383213225944
1968-05-14,39.8,2.379,True,True,True,16.72971836906263
1968-05-15,40.25,2.401,True,True,True,16.76384839650146
1968-05-16,41.25,2.459,True,True,True,16.775111834078892
1968-05-17,41.5,2.505,True,True,True,16.56686626746507
1968-05-20,42.3,2.506,True,True,True,16.87948922585794
1968-05-21,42.4,2.554,True,True,True,16.601409553641346
1968-05-22,41.55,2.467,True,True,True,16.842318605593835
1968-05-23,41.4,2.48,True,True,True,16.693548387096772
1968-05-24,41.75,2.503,True,True,True,16.679984019176988
1968-05-27,41.5,2.515,True,True,True,16.500994035785286
1968-05-28,41.5,2.49,True,True,True,16.666666666666664
1968-05-29,41.6,2.416,True,True,True,17.218543046357617
1968-05-30,41.95,2.477,True,True,True,16.935809446911588
1968-05-31,41.95,2.483,True,True,True,16.89488521949255
1968-06-04,41.15,2.426,True,True,True,16.96207749381698
1968-06-05,41.2,2.421,True,True,True,17.017761255679474
1968-06-06,41.2,2.454,True,True,True,16.788916055419723
1968-06-07,41.25,2.478,True,True,True,16.64648910411622
1968-06-10,41.3,2.446,True,True,True,16.884709730171707
1968-06-11,41.55,2.506,True,True,True,16.58020750199521
1968-06-12,41.9,2.576,True,True,True,16.26552795031056
1968-06-13,41.3,2.52,True,True,True,16.38888888888889
1968-06-14,41.0,2.465,True,True,True,16.63286004056795
1968-06-17,40.7,2.432,True,True,True,16.735197368421055
1968-06-18,41.1,2.431,True,True,True,16.90662278897573
1968-06-19,41.4,2.534,True,True,True,16.337805840568272
1968-06-20,41.1,2.468,True,True,True,16.653160453808752
1968-06-21,41.05,2.449,True,True,True,16.76194365046958
1968-06-24,40.9,2.483,True,True,True,16.472009665726944
1968-06-25,40.95,2.512,True,True,True,16.301751592356688
1968-06-26,40.85,2.493,True,True,True,16.38588046530285
1968-06-27,40.9,2.492,True,True,True,16.412520064205456
1968-06-28,40.9,2.502,True,True,True,16.346922462030378
1968-07-01,40.8,2.512,True,True,True,16.24203821656051
1968-07-02,40.9,2.463,True,True,True,16.60576532683719
1968-07-03,41.05,2.489,True,True,True,16.49256729610285
1968-07-04,41.15,2.487,True,True,True,16.546039404905507
1968-07-05,41.0,2.472,True,True,True,16.585760517799354
1968-07-08,40.85,2.436,True,True,True,16.76929392446634
1968-07-09,39.8,2.319,True,True,True,17.16257007330746
1968-07-10,40.1,2.418,True,True,True,16.583953680727873
1968-07-11,39.1,2.369,True,True,True,16.504854368932037
1968-07-12,39.3,2.35,True,True,True,16.723404255319146
1968-07-15,39.2,2.392,True,True,True,16.387959866220736
1968-07-16,38.5,2.351,True,True,True,16.37601020842195
1968-07-17,37.75,2.303,True,True,True,16.391663048198
1968-07-18,38.0,2.242,True,True,True,16.949152542372882
1968-07-19,38.7,2.331,True,True,True,16.602316602316606
1968-07-22,38.6,2.292,True,True,True,16.841186736474697
1968-07-23,39.0,2.292,True,True,True,17.015706806282722
1968-07-24,39.2,2.328,True,True,True,16.83848797250859
1968-07-25,38.9,2.283,True,True,True,17.03898379325449
1968-07-26,38.9,2.284,True,True,True,17.03152364273205
1968-07-29,39.1,2.276,True,True,True,17.1792618629174
1968-07-30,39.0,2.235,True,True,True,17.449664429530202
1968-07-31,38.85,2.285,True,True,True,17.00218818380744
1968-08-01,38.9,2.225,True,True,True,17.483146067415728
1968-08-02,38.85,2.245,True,True,True,17.30512249443207
1968-08-05,38.95,2.195,True,True,True,17.74487471526196
1968-08-06,38.7,2.185,True,True,True,17.7116704805492
1968-08-07,38.7,2.205,True,True,True,17.551020408163264
1968-08-08,38.45,2.165,True,True,True,17.759815242494227
1968-08-09,38.55,2.154,True,True,True,17.89693593314763
1968-08-12,38.6,2.125,True,True,True,18.16470588235294
1968-08-13,38.9,2.064,True,True,True,18.8468992248062
1968-08-14,38.95,2.193,True,True,True,17.76105791153671
1968-08-15,39.15,2.208,True,True,True,17.730978260869563
1968-08-16,39.15,2.203,True,True,True,17.771221062187927
1968-08-19,39.15,2.178,True,True,True,17.975206611570247
1968-08-20,39.55,2.243,True,True,True,17.632634864021398
1968-08-21,40.0,2.332,True,True,True,17.152658662092627
1968-08-22,39.75,2.24,True,True,True,17.74553571428571
1968-08-23,39.5,2.274,True,True,True,17.370272647317503
1968-08-26,39.5,2.239,True,True,True,17.641804376954
1968-08-27,39.65,2.239,True,True,True,17.70879857079053
1968-08-28,39.6,2.218,True,True,True,17.853922452660054
1968-08-29,39.85,2.242,True,True,True,17.774308652988402
1968-08-30,39.8,2.239,True,True,True,17.775792764627067
1968-09-03,39.95,2.24,True,True,True,17.834821428571427
1968-09-04,39.9,2.255,True,True,True,17.694013303769403
1968-09-05,40.1,2.274,True,True,True,17.634124890061567
1968-09-06,39.9,2.264,True,True,True,17.62367491166078
1968-09-09,40.05,2.243,True,True,True,17.85555060187249
1968-09-10,40.025,2.168,True,True,True,18.46171586715867
1968-09-11,40.1,2.248,True,True,True,17.838078291814945
1968-09-12,40.1,2.198,True,True,True,18.24385805277525
1968-09-13,40.15,2.227,True,True,True,18.028738212842388
1968-09-16,40.3,2.207,True,True,True,18.260081558676937
1968-09-17,40.3,2.228,True,True,True,18.087971274685813
1968-09-18,40.5,2.245,True,True,True,18.040089086859687
1968-09-19,40.45,2.23,True,True,True,18.1390134529148
1968-09-20,40.4,2.24,True,True,True,18.035714285714285
1968-09-23,40.4,2.231,True,True,True,18.108471537427164
1968-09-24,40.45,2.22,True,True,True,18.22072072072072
1968-09-25,40.45,2.221,True,True,True,18.21251688428636
1968-09-26,40.45,2.19,True,True,True,18.4703196347032
1968-09-27,40.125,2.2,True,True,True,18.238636363636363
1968-09-30,39.6,2.171,True,True,True,18.240442192538
1968-10-01,39.45,2.14,True,True,True,18.43457943925233
1968-10-02,38.9,2.091,True,True,True,18.603538976566234
1968-10-03,39.175,2.101,True,True,True,18.645882912898617
1968-10-04,39.05,2.085,True,True,True,18.729016786570742
1968-10-07,39.775,2.101,True,True,True,18.93146120894812
1968-10-08,39.6,2.086,True,True,True,18.983700862895496
1968-10-09,38.9,2.051,True,True,True,18.966357874207706
1968-10-10,39.05,2.011,True,True,True,19.418199900546988
1968-10-11,39.275,2.05,True,True,True,19.15853658536585
1968-10-14,39.3,2.03,True,True,True,19.35960591133005
1968-10-15,39.1,1.991,True,True,True,19.63837267704671
1968-10-16,38.95,1.921,True,True,True,20.275897969807392
1968-10-17,39.275,1.842,True,True,True,21.321932681867533
1968-10-18,39.1,1.872,True,True,True,20.886752136752136
1968-10-21,39.0,1.972,True,True,True,19.77687626774848
1968-10-22,39.05,1.877,True,True,True,20.804475226425144
1968-10-23,39.2,1.923,True,True,True,20.384815392615707
1968-10-24,39.2,1.898,True,True,True,20.653319283456277
1968-10-25,39.25,1.913,True,True,True,20.517511761630946
1968-10-28,39.475,1.913,True,True,True,20.635128071092524
1968-10-29,39.5,1.972,True,True,True,20.030425963488845
1968-10-30,39.2,1.958,True,True,True,20.02042900919305
1968-10-31,39.0,1.933,True,True,True,20.17589239524056
1968-11-01,39.175,1.903,True,True,True,20.58591697320021
1968-11-04,39.2,1.963,True,True,True,19.96943453897096
1968-11-05,39.425,1.981,True,True,True,19.901564866229176
1968-11-06,39.525,1.992,True,True,True,19.84186746987952
1968-11-07,39.3,1.957,True,True,True,20.0817577925396
1968-11-08,39.4,1.967,True,True,True,20.03050330452465
1968-11-11,39.55,2.002,True,True,True,19.75524475524476
1968-11-12,39.675,2.011,True,True,True,19.728990551964195
1968-11-13,39.875,2.061,True,True,True,19.34740417273169
1968-11-14,39.9,2.069,True,True,True,19.284678588690188
1968-11-15,40.0,2.086,True,True,True,19.17545541706616
1968-11-18,39.95,2.103,True,True,True,18.99667142177841
1968-11-19,40.225,2.085,True,True,True,19.29256594724221
1968-11-20,40.55,,True,False,False,
1968-11-21,40.25,,True,False,False,
1968-11-22,40.0,,True,False,False,
1968-11-25,40.1,2.105,True,True,True,19.049881235154395
1968-11-26,39.7,1.988,True,True,True,19.96981891348089
1968-11-27,39.9,1.92,True,True,True,20.78125
1968-11-28,39.8,1.978,True,True,True,20.12133468149646
1968-11-29,39.85,1.968,True,True,True,20.2489837398374
1968-12-02,40.15,1.943,True,True,True,20.663921770458053
1968-12-03,40.275,1.947,True,True,True,20.685670261941446
1968-12-04,40.5,1.987,True,True,True,20.382486160040266
1968-12-05,40.35,2.001,True,True,True,20.164917541229386
1968-12-06,40.5,2.035,True,True,True,19.9017199017199
1968-12-09,40.6,2.036,True,True,True,19.94106090373281
1968-12-10,40.625,1.976,True,True,True,20.55921052631579
1968-12-11,40.95,2.019,True,True,True,20.28231797919762
1968-12-12,40.975,1.984,True,True,True,20.652721774193548
1968-12-13,41.0,1.987,True,True,True,20.634121791645697
1968-12-16,40.965,1.958,True,True,True,20.92185903983657
1968-12-17,41.225,1.962,True,True,True,21.011722731906215
1968-12-18,41.9,2.004,True,True,True,20.90818363273453
1968-12-19,41.725,2.004,True,True,True,20.820858283433136
1968-12-20,41.7,1.971,True,True,True,21.15677321156773
1968-12-23,41.6,1.966,True,True,True,21.15971515768057
1968-12-24,,1.957,False,True,False,
1968-12-27,41.75,1.937,True,True,True,21.5539494062984
1968-12-30,41.9,1.967,True,True,True,21.30147432638536
1968-12-31,41.9,1.947,True,True,True,21.520287621982536
1969-01-02,41.8,1.958,True,True,True,21.34831460674157
1969-01-03,42.05,1.967,True,True,True,21.377732587697
1969-01-06,42.05,1.972,True,True,True,21.323529411764703
1969-01-07,42.1,1.977,True,True,True,21.29489124936773
1969-01-08,42.45,2.017,True,True,True,21.04610808130888
1969-01-09,42.5,2.007,True,True,True,21.175884404583957
1969-01-10,42.3,2.042,True,True,True,20.714985308521054
1969-01-13,42.1,2.016,True,True,True,20.88293650793651
1969-01-14,42.5,2.027,True,True,True,20.96694622594968
1969-01-15,42.7,2.038,True,True,True,20.95191364082434
1969-01-16,42.35,2.017,True,True,True,20.99652949925632
1969-01-17,42.2,1.994,True,True,True,21.16349047141425
1969-01-20,42.2,1.994,True,True,True,21.16349047141425
1969-01-21,42.475,2.015,True,True,True,21.07940446650124
1969-01-22,42.525,2.002,True,True,True,21.241258741258743
1969-01-23,42.05,1.982,True,True,True,21.2159434914228
1969-01-24,42.1,1.988,True,True,True,21.177062374245477
1969-01-27,42.2,1.999,True,True,True,21.11055527763882
1969-01-28,42.425,1.987,True,True,True,21.351283341721185
1969-01-29,42.5,1.981,True,True,True,21.45381120646138
1969-01-30,42.55,2.001,True,True,True,21.264367816091955
1969-01-31,42.54,2.001,True,True,True,21.25937031484258
1969-02-03,42.425,1.987,True,True,True,21.351283341721185
1969-02-04,42.5,1.991,True,True,True,21.346057257659467
1969-02-05,42.725,1.983,True,True,True,21.54563792233989
1969-02-06,42.625,1.922,True,True,True,22.17741935483871
1969-02-07,42.525,1.885,True,True,True,22.55968169761273
1969-02-10,42.45,1.883,True,True,True,22.54381306425916
1969-02-11,42.55,1.883,True,True,True,22.59691980881572
1969-02-12,42.5,1.873,True,True,True,22.690870261612385
1969-02-13,42.575,1.833,True,True,True,23.22695035460993
1969-02-14,42.5,1.77,True,True,True,24.01129943502825
1969-02-17,42.65,1.855,True,True,True,22.99191374663073
1969-02-18,42.575,1.804,True,True,True,23.600332594235034
1969-02-19,42.65,1.829,True,True,True,23.31875341716785
1969-02-20,42.625,1.843,True,True,True,23.12805208898535
1969-02-21,42.625,1.829,True,True,True,23.305084745762716
1969-02-24,42.7,1.833,True,True,True,23.29514457174032
1969-02-25,42.65,1.803,True,True,True,23.65501941209096
1969-02-26,42.7,1.799,True,True,True,23.735408560311285
1969-02-27,42.8,1.834,True,True,True,23.336968375136312
1969-02-28,42.7,1.825,True,True,True,23.39726027397261
1969-03-03,42.7,1.815,True,True,True,23.526170798898075
1969-03-04,42.85,1.797,True,True,True,23.84529771841959
1969-03-05,43.0,1.862,True,True,True,23.09344790547798
1969-03-06,43.25,1.886,True,True,True,22.932131495228
1969-03-07,43.5,1.925,True,True,True,22.5974025974026
1969-03-10,43.825,1.901,True,True,True,23.053655970541826
1969-03-11,42.95,1.879,True,True,True,22.85790313996807
1969-03-12,42.85,1.833,True,True,True,23.376977632296786
1969-03-13,43.1,1.871,True,True,True,23.03580972741849
1969-03-14,43.0,1.836,True,True,True,23.42047930283224
1969-03-17,43.1,1.831,True,True,True,23.539049699617696
1969-03-18,43.0,1.813,True,True,True,23.717595146166577
1969-03-19,43.1,1.824,True,True,True,23.62938596491228
1969-03-20,43.2,1.813,True,True,True,23.827909542195258
1969-03-21,43.2,1.833,True,True,True,23.567921440261863
1969-03-24,43.35,1.846,True,True,True,23.48320693391116
1969-03-25,43.35,1.832,True,True,True,23.662663755458517
1969-03-26,43.425,1.82,True,True,True,23.859890109890102
1969-03-27,43.46,1.814,True,True,True,23.958103638368247
1969-03-28,43.225,1.83,True,True,True,23.62021857923497
1969-03-31,42.9,1.825,True,True,True,23.506849315068493
1969-04-01,43.15,1.814,True,True,True,23.78721058434399
1969-04-02,43.25,1.799,True,True,True,24.04113396331295
1969-04-03,43.375,1.835,True,True,True,23.637602179836517
1969-04-08,43.375,1.826,True,True,True,23.754107338444687
1969-04-09,43.4,1.802,True,True,True,24.08435072142064
1969-04-10,43.39,1.814,True,True,True,23.919514884233735
1969-04-11,43.4,1.801,True,True,True,24.097723486951693
1969-04-14,43.15,1.8,True,True,True,23.97222222222222
1969-04-15,42.975,1.797,True,True,True,23.91485809682805
1969-04-16,43.25,1.797,True,True,True,24.06789092932665
1969-04-17,43.2,1.807,True,True,True,23.90702822357499
1969-04-18,43.225,1.802,True,True,True,23.98723640399556
1969-04-21,43.15,1.8,True,True,True,23.97222222222222
1969-04-22,43.3,1.77,True,True,True,24.46327683615819
1969-04-23,43.35,1.785,True,True,True,24.28571428571429
1969-04-24,43.35,1.792,True,True,True,24.190848214285715
1969-04-25,43.3,1.782,True,True,True,24.29854096520763
1969-04-28,43.6,1.81,True,True,True,24.08839779005525
1969-04-29,43.5,1.794,True,True,True,24.247491638795985
1969-04-30,43.6,1.776,True,True,True,24.54954954954955
1969-05-01,43.6,1.778,True,True,True,24.521934758155236
1969-05-02,43.6,1.777,True,True,True,24.53573438379291
1969-05-05,43.5,1.769,True,True,True,24.59016393442623
1969-05-06,43.375,1.758,True,True,True,24.67292377701934
1969-05-07,43.6,1.807,True,True,True,24.1283895960155
1969-05-08,43.625,1.846,True,True,True,23.63217768147345
1969-05-09,43.525,1.817,True,True,True,23.95432030820033
1969-05-12,43.5,1.795,True,True,True,24.23398328690808
1969-05-13,43.5,1.749,True,True,True,24.871355060034304
1969-05-14,43.5,1.776,True,True,True,24.49324324324324
1969-05-15,43.5,1.761,True,True,True,24.701873935264057
1969-05-16,43.5,1.781,True,True,True,24.42448062886019
1969-05-19,43.5,1.761,True,True,True,24.701873935264057
1969-05-20,43.425,1.749,True,True,True,24.828473413379072
1969-05-21,43.45,1.759,True,True,True,24.701534963047187
1969-05-22,43.45,1.751,True,True,True,24.81439177612793
1969-05-23,43.5,1.758,True,True,True,24.744027303754265
1969-05-27,43.475,1.783,True,True,True,24.383062254627035
1969-05-28,43.325,1.767,True,True,True,24.518958687040183
1969-05-29,43.225,1.771,True,True,True,24.40711462450593
1969-05-30,43.075,1.772,True,True,True,24.308690744920995
1969-06-02,42.675,1.773,True,True,True,24.06937394247039
1969-06-03,42.29,1.773,True,True,True,23.852227862380147
1969-06-04,42.075,1.758,True,True,True,23.93344709897611
1969-06-05,41.6,1.766,True,True,True,23.556058890147227
1969-06-06,40.625,1.749,True,True,True,23.227558604917093
1969-06-09,41.25,1.722,True,True,True,23.95470383275261
1969-06-10,42.3,1.687,True,True,True,25.07409602845287
1969-06-11,41.4,1.684,True,True,True,24.58432304038005
1969-06-12,41.5,1.685,True,True,True,24.62908011869436
1969-06-13,41.6,1.686,True,True,True,24.67378410438909
1969-06-16,40.8,1.679,True,True,True,24.300178677784395
1969-06-17,41.45,1.593,True,True,True,26.020087884494668
1969-06-18,41.4,1.578,True,True,True,26.23574144486692
1969-06-19,41.45,1.603,True,True,True,25.85776668746101
1969-06-20,41.3,1.628,True,True,True,25.36855036855037
1969-06-23,41.3,1.566,True,True,True,26.372924648786714
1969-06-24,40.925,1.584,True,True,True,25.836489898989896
1969-06-25,40.9,1.587,True,True,True,25.77189666036547
1969-06-26,41.0,1.579,True,True,True,25.965801139962004
1969-06-27,41.1,1.559,True,True,True,26.363053239255937
1969-06-30,41.2,1.564,True,True,True,26.342710997442456
1969-07-01,41.15,1.595,True,True,True,25.79937304075235
1969-07-02,41.225,1.57,True,True,True,26.25796178343949
1969-07-03,41.55,1.573,True,True,True,26.414494596312775
1969-07-04,41.6,1.588,True,True,True,26.19647355163728
1969-07-07,41.85,1.594,True,True,True,26.25470514429109
1969-07-08,42.1,1.613,True,True,True,26.100433973961565
1969-07-09,41.825,1.618,True,True,True,25.84981458590853
1969-07-10,41.9,1.663,True,True,True,25.19542994588093
1969-07-11,41.89,1.631,True,True,True,25.683629675045985
1969-07-14,42.0,1.652,True,True,True,25.42372881355932
1969-07-15,42.0,1.683,True,True,True,24.9554367201426
1969-07-16,41.8,1.669,True,True,True,25.04493708807669
1969-07-17,41.975,1.636,True,True,True,25.65709046454768
1969-07-18,41.95,1.653,True,True,True,25.378100423472475
1969-07-21,42.0,1.668,True,True,True,25.179856115107917
1969-07-22,41.95,1.675,True,True,True,25.044776119402982
1969-07-23,41.8,1.66,True,True,True,25.180722891566266
1969-07-24,41.9,1.643,True,True,True,25.50213024954352
1969-07-25,41.85,1.645,True,True,True,25.44072948328268
1969-07-28,41.775,1.653,True,True,True,25.27223230490018
1969-07-29,41.5,1.621,True,True,True,25.60148056755089
1969-07-30,41.475,1.622,True,True,True,25.570283600493216
1969-07-31,41.39,1.629,True,True,True,25.408225905463475
1969-08-01,41.43,1.614,True,True,True,25.66914498141264
1969-08-04,41.3,1.617,True,True,True,25.54112554112554
1969-08-05,41.1,1.599,True,True,True,25.703564727954973
1969-08-06,41.0,1.614,True,True,True,25.40272614622057
1969-08-07,41.05,1.614,True,True,True,25.433705080545227
1969-08-08,41.15,1.624,True,True,True,25.338669950738915
1969-08-11,41.2,1.69,True,True,True,24.378698224852076
1969-08-12,41.1,1.654,True,True,True,24.848851269649337
1969-08-13,41.2,1.675,True,True,True,24.59701492537313
1969-08-14,41.19,1.707,True,True,True,24.130052724077327
1969-08-15,41.11,1.696,True,True,True,24.23938679245283
1969-08-18,41.125,1.68,True,True,True,24.479166666666668
1969-08-19,41.1,1.659,True,True,True,24.77396021699819
1969-08-20,41.1,1.686,True,True,True,24.377224199288257
1969-08-21,41.05,1.674,True,True,True,24.5221027479092
1969-08-22,41.05,1.683,True,True,True,24.390968508615565
1969-08-25,40.95,1.674,True,True,True,24.46236559139785
1969-08-26,40.875,1.663,True,True,True,24.579073962717978
1969-08-27,40.95,1.673,True,True,True,24.476987447698747
1969-08-28,40.95,1.664,True,True,True,24.609375000000004
1969-08-29,40.86,1.674,True,True,True,24.40860215053764
1969-09-02,40.725,1.688,True,True,True,24.126184834123222
1969-09-03,40.825,1.705,True,True,True,23.944281524926687
1969-09-04,40.925,1.705,True,True,True,24.002932551319645
1969-09-05,40.9,1.702,True,True,True,24.030552291421856
1969-09-08,40.91,1.728,True,True,True,23.674768518518515
1969-09-09,41.05,1.758,True,True,True,23.350398179749718
1969-09-10,40.95,1.754,True,True,True,23.346636259977195
1969-09-11,40.925,1.769,True,True,True,23.134539287733183
1969-09-12,41.05,1.804,True,True,True,22.754988913525494
1969-09-15,41.0,1.781,True,True,True,23.020774845592364
1969-09-16,41.0,1.768,True,True,True,23.190045248868778
1969-09-17,40.975,1.81,True,True,True,22.63812154696133
1969-09-18,40.85,1.79,True,True,True,22.82122905027933
1969-09-19,40.9,1.799,True,True,True,22.73485269594219
1969-09-22,40.875,1.818,True,True,True,22.48349834983498
1969-09-23,40.84,1.868,True,True,True,21.862955032119917
1969-09-24,40.84,1.891,True,True,True,21.59703860391328
1969-09-25,40.75,1.845,True,True,True,22.086720867208676
1969-09-26,40.75,1.831,True,True,True,22.25559803386128
1969-09-29,40.625,1.839,True,True,True,22.09081022294725
1969-09-30,40.675,1.876,True,True,True,21.681769722814497
1969-10-01,40.75,1.863,True,True,True,21.87332259796028
1969-10-02,40.875,1.894,True,True,True,21.58130939809926
1969-10-03,40.95,1.87,True,True,True,21.898395721925134
1969-10-06,40.75,1.825,True,True,True,22.328767123287676
1969-10-07,40.775,1.864,True,True,True,21.875
1969-10-08,40.725,1.823,True,True,True,22.339550191991226
1969-10-09,40.79,1.844,True,True,True,22.120390455531453
1969-10-10,40.73,1.84,True,True,True,22.135869565217387
1969-10-13,40.625,1.826,True,True,True,22.248083242059145
1969-10-14,40.7,1.825,True,True,True,22.3013698630137
1969-10-15,40.725,1.808,True,True,True,22.52488938053097
1969-10-16,40.625,1.843,True,True,True,22.04286489419425
1969-10-17,40.525,1.813,True,True,True,22.35245449531164
1969-10-20,40.35,1.854,True,True,True,21.763754045307444
1969-10-21,40.3,1.874,True,True,True,21.50480256136606
1969-10-22,40.05,1.846,True,True,True,21.695557963163598
1969-10-23,40.0,1.863,True,True,True,21.470746108427267
1969-10-24,40.05,1.853,True,True,True,21.613599568267677
1969-10-27,40.15,1.906,True,True,True,21.065057712486883
1969-10-28,40.05,1.885,True,True,True,21.246684350132625
1969-10-29,39.975,1.896,True,True,True,21.08386075949367
1969-10-30,39.925,1.927,True,True,True,20.71873378308251
1969-10-31,39.75,1.947,True,True,True,20.41602465331279
1969-11-03,39.55,1.996,True,True,True,19.814629258517037
1969-11-04,39.55,1.968,True,True,True,20.096544715447152
1969-11-05,39.4,1.993,True,True,True,19.76919217260411
1969-11-06,39.0,1.989,True,True,True,19.6078431372549
1969-11-07,38.525,1.964,True,True,True,19.61558044806517
1969-11-10,38.125,1.943,True,True,True,19.62171899125064
1969-11-11,38.35,1.957,True,True,True,19.59632089933572
1969-11-12,37.75,1.961,True,True,True,19.25038245792963
1969-11-13,37.8,1.932,True,True,True,19.565217391304348
1969-11-14,37.875,1.922,True,True,True,19.706035379812697
1969-11-17,37.825,1.921,True,True,True,19.690265486725664
1969-11-18,37.55,1.897,True,True,True,19.79441222983658
1969-11-19,36.65,1.877,True,True,True,19.525839104954716
1969-11-20,36.3,1.902,True,True,True,19.085173501577287
1969-11-21,36.125,1.896,True,True,True,19.053270042194093
1969-11-24,35.5,1.897,True,True,True,18.71375856615709
1969-11-25,35.45,1.868,True,True,True,18.97751605995717
1969-11-26,35.6,1.868,True,True,True,19.05781584582441
1969-11-27,35.55,1.882,True,True,True,18.889479277364504
1969-11-28,35.6,1.887,True,True,True,18.86592474827769
1969-12-01,35.55,1.907,True,True,True,18.6418458311484
1969-12-02,35.3,1.922,True,True,True,18.36628511966701
1969-12-03,35.375,1.908,True,True,True,18.54035639412998
1969-12-04,35.25,1.877,True,True,True,18.779968034096964
1969-12-05,35.2,1.852,True,True,True,19.00647948164147
1969-12-08,35.05,1.862,True,True,True,18.82384532760472
1969-12-09,35.0,1.812,True,True,True,19.315673289183223
1969-12-10,35.05,1.758,True,True,True,19.937428896473264
1969-12-11,35.2,1.767,True,True,True,19.92076966610074
1969-12-12,35.3,1.748,True,True,True,20.19450800915332
1969-12-15,35.125,1.758,True,True,True,19.980091012514222
1969-12-16,35.05,1.758,True,True,True,19.937428896473264
1969-12-17,35.075,1.733,True,True,True,20.239469128678596
1969-12-18,35.01,1.722,True,True,True,20.33101045296167
1969-12-19,35.0,1.738,True,True,True,20.13808975834292
1969-12-22,35.15,1.756,True,True,True,20.017084282460136
1969-12-23,35.11,1.774,True,True,True,19.791431792559187
1969-12-24,,1.799,False,True,False,
