decade,50/50 CAGR,12M CAGR,Excess
1960,-0.014703645155465628,-0.027598111156265426,-0.012894466000799798
1970,0.143626544054418,0.2316044373443027,0.0879778932898847
1980,0.05144250321865651,0.08786757932157907,0.03642507610292256
1990,0.06350852871972412,0.0862640272006685,0.02275549848094438
2000,0.05734120928209596,0.0014224356311971498,-0.05591877365089881
2010,0.0578764390236135,0.07918716860879238,0.021310729585178878
2020,0.13212571891203506,0.14061783524823857,0.008492116336203503
